No.,TAB ID (SOFA),Plant,Family,,tropicos species,tropicos family
1839,TYP5_10683,Lathyrus sp.,LEGUMINOSAE-PAPILIONOIDEAE,1839,Lathyrus spp.,Fabaceae
1840,TYP5_10684,Lens culinaris,LEGUMINOSAE-PAPILIONOIDEAE,1840,Lens culinaris,Fabaceae
1841,TYP5_10685,Lespedeza bicolor,LEGUMINOSAE-PAPILIONOIDEAE,1841,Lespedeza bicolor,Fabaceae
1842,TYP5_10686,Lespedeza bicolor,LEGUMINOSAE-PAPILIONOIDEAE,1842,Lespedeza bicolor,Fabaceae
1843,TYP5_10687,Lespedeza bicolor,LEGUMINOSAE-PAPILIONOIDEAE,1843,Lespedeza bicolor,Fabaceae
1844,TYP5_10688,Lespedeza bicolor,LEGUMINOSAE-PAPILIONOIDEAE,1844,Lespedeza bicolor,Fabaceae
1845,TYP5_10689,Lespedeza bicolor,LEGUMINOSAE-PAPILIONOIDEAE,1845,Lespedeza bicolor,Fabaceae
1846,TYP5_10690,Lespedeza bicolor,LEGUMINOSAE-PAPILIONOIDEAE,1846,Lespedeza bicolor,Fabaceae
1847,TYP5_10691,Lespedeza capitata,LEGUMINOSAE-PAPILIONOIDEAE,1847,Lespedeza capitata,Fabaceae
1848,TYP5_10692,Lespedeza capitata,LEGUMINOSAE-PAPILIONOIDEAE,1848,Lespedeza capitata,Fabaceae
1849,TYP5_10693,Lespedeza cuneata,LEGUMINOSAE-PAPILIONOIDEAE,1849,Lespedeza cuneata,Fabaceae
1850,TYP5_10694,Lespedeza cuneata,LEGUMINOSAE-PAPILIONOIDEAE,1850,Lespedeza cuneata,Fabaceae
1851,TYP5_10695,Lespedeza cuneata,LEGUMINOSAE-PAPILIONOIDEAE,1851,Lespedeza cuneata,Fabaceae
1852,TYP5_10696,Lespedeza cyrtobotrya,LEGUMINOSAE-PAPILIONOIDEAE,1852,Lespedeza cyrtobotrya,Fabaceae
1853,TYP5_10697,Lespedeza hedysarioides,LEGUMINOSAE-PAPILIONOIDEAE,1853,Lespedeza juncea,Fabaceae
1854,TYP5_10698,Lespedeza hedysarioides,LEGUMINOSAE-PAPILIONOIDEAE,1854,Lespedeza juncea,Fabaceae
1855,TYP5_10699,Lespedeza hedysarioides,LEGUMINOSAE-PAPILIONOIDEAE,1855,Lespedeza juncea,Fabaceae
1856,TYP5_10700,Lespedeza japonica var. intermedia,LEGUMINOSAE-PAPILIONOIDEAE,1856,Lespedeza thunbergii,Fabaceae
1857,TYP5_10701,Lespedeza latissma,LEGUMINOSAE-PAPILIONOIDEAE,1857,Not found,Fabaceae
1858,TYP5_10702,Lespedeza atipulacea,LEGUMINOSAE-PAPILIONOIDEAE,1858,Lespedeza stipulacea,Fabaceae
1859,TYP5_10703,Lespedeza striata,LEGUMINOSAE-PAPILIONOIDEAE,1859,Lespedeza striata,Fabaceae
1860,TYP5_10704,Leucaena glauca,LEGUMINOSAE-MIMOSOIDEAE,1860,Leucaena leucocephala,Fabaceae
1861,TYP5_10705,Leucaena glauca,LEGUMINOSAE-MIMOSOIDEAE,1861,Leucaena leucocephala,Fabaceae
1862,TYP5_10706,Leucaena retusa,LEGUMINOSAE-MIMOSOIDEAE,1862,Leucaena retusa,Fabaceae
1863,TYP5_10707,Lotus americanus,LEGUMINOSAE-PAPILIONOIDEAE,1863,Lotus purshianus,Fabaceae
1864,TYP5_10708,Lotus arabicus,LEGUMINOSAE-PAPILIONOIDEAE,1864,Lotus arabicus,Fabaceae
1865,TYP5_10709,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1865,Lotus corniculatus,Fabaceae
1866,TYP5_10710,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1866,Lotus corniculatus,Fabaceae
1867,TYP5_10711,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1867,Lotus corniculatus,Fabaceae
1868,TYP5_10712,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1868,Lotus corniculatus,Fabaceae
1869,TYP5_10713,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1869,Lotus corniculatus,Fabaceae
1870,TYP5_10714,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1870,Lotus corniculatus,Fabaceae
1871,TYP5_10715,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1871,Lotus corniculatus,Fabaceae
1872,TYP5_10716,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1872,Lotus corniculatus,Fabaceae
1873,TYP5_10717,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1873,Lotus corniculatus,Fabaceae
1874,TYP5_10718,Lotus corniculatus,LEGUMINOSAE-PAPILIONOIDEAE,1874,Lotus corniculatus,Fabaceae
1875,TYP5_10719,Lotus rigidus,LEGUMINOSAE-PAPILIONOIDEAE,1875,Lotus rigidus,Fabaceae
1876,TYP5_10720,Lotus scoperius,LEGUMINOSAE-PAPILIONOIDEAE,1876,Lotus scoparius,Fabaceae
1877,TYP5_10721,Lotus uliginosus,LEGUMINOSAE-PAPILIONOIDEAE,1877,Lotus pedunculatus,Fabaceae
1878,TYP5_10722,Lotus uliginosus,LEGUMINOSAE-PAPILIONOIDEAE,1878,Lotus pedunculatus,Fabaceae
1879,TYP5_10723,Lotus uliginosus,LEGUMINOSAE-PAPILIONOIDEAE,1879,Lotus pedunculatus,Fabaceae
1880,TYP5_10724,Lupinus albus,LEGUMINOSAE-PAPILIONOIDEAE,1880,Lupinus albus,Fabaceae
1881,TYP5_10725,Lupinus albus,LEGUMINOSAE-PAPILIONOIDEAE,1881,Lupinus albus,Fabaceae
1882,TYP5_10726,Lupinus albus,LEGUMINOSAE-PAPILIONOIDEAE,1882,Lupinus albus,Fabaceae
1883,TYP5_10727,Lupinus albus,LEGUMINOSAE-PAPILIONOIDEAE,1883,Lupinus albus,Fabaceae
1884,TYP5_10728,Lupinus angustifolius,LEGUMINOSAE-PAPILIONOIDEAE,1884,Lupinus angustifolius,Fabaceae
1885,TYP5_10729,Lupinus angustifolius,LEGUMINOSAE-PAPILIONOIDEAE,1885,Lupinus angustifolius,Fabaceae
1886,TYP5_10730,Lupinus angustifolius,LEGUMINOSAE-PAPILIONOIDEAE,1886,Lupinus angustifolius,Fabaceae
1887,TYP5_10731,Lupinus angustifolius,LEGUMINOSAE-PAPILIONOIDEAE,1887,Lupinus angustifolius,Fabaceae
1888,TYP5_10732,Lupinus angustifolius,LEGUMINOSAE-PAPILIONOIDEAE,1888,Lupinus angustifolius,Fabaceae
1889,TYP5_10733,Lupinus angustifolius,LEGUMINOSAE-PAPILIONOIDEAE,1889,Lupinus angustifolius,Fabaceae
1890,TYP5_10734,Lupinus hartwegii,LEGUMINOSAE-PAPILIONOIDEAE,1890,Lupinus hartwegii,Fabaceae
1891,TYP5_10735,Lupinus latifolius,LEGUMINOSAE-PAPILIONOIDEAE,1891,Lupinus latifolius,Fabaceae
1892,TYP5_10736,Lupinus luteus,LEGUMINOSAE-PAPILIONOIDEAE,1892,Lupinus luteus,Fabaceae
1893,TYP5_10737,Lupinus luteus,LEGUMINOSAE-PAPILIONOIDEAE,1893,Lupinus luteus,Fabaceae
1894,TYP5_10738,Lupinus micranthus,LEGUMINOSAE-PAPILIONOIDEAE,1894,Lupinus polycarpus,Fabaceae
1895,TYP5_10739,Lupinus plattensis,LEGUMINOSAE-PAPILIONOIDEAE,1895,Lupinus plattensis,Fabaceae
1896,TYP5_10740,Lupinus polyphyllus var. carmineus,LEGUMINOSAE-PAPILIONOIDEAE,1896,Lupinus polyphyllus,Fabaceae
1897,TYP5_10741,Lupinus rivularis,LEGUMINOSAE-PAPILIONOIDEAE,1897,Lupinus rivularis,Fabaceae
1898,TYP5_10742,Lupinus succulentus,LEGUMINOSAE-PAPILIONOIDEAE,1898,Lupinus succulentus,Fabaceae
1899,TYP5_10743,Lupinus texensis,LEGUMINOSAE-PAPILIONOIDEAE,1899,Lupinus texensis,Fabaceae
1900,TYP5_10744,Lupinus sp.,LEGUMINOSAE-PAPILIONOIDEAE,1900,Lupinus spp.,Fabaceae
1901,TYP5_10745,Lupinus sp.,LEGUMINOSAE-PAPILIONOIDEAE,1901,Lupinus spp.,Fabaceae
1902,TYP5_10746,Lupinus sp.,LEGUMINOSAE-PAPILIONOIDEAE,1902,Lupinus spp.,Fabaceae
1903,TYP5_10747,Lysiloma bahamensis,LEGUMINOSAE-MIMOSOIDEAE,1903,Lysiloma latisiliquum,Fabaceae
1904,TYP5_10748,Lysiloma divaricata,LEGUMINOSAE-MIMOSOIDEAE,1904,Lysiloma divaricatum,Fabaceae
1905,TYP5_10749,Machaerium rosescens,LEGUMINOSAE-PAPILIONOIDEAE,1905,Machaerium floribundum var. floribundum,Fabaceae
1906,TYP5_10750,Medicago arabica,LEGUMINOSAE-PAPILIONOIDEAE,1906,Medicago arabica,Fabaceae
1907,TYP5_10751,Medicago arabica,LEGUMINOSAE-PAPILIONOIDEAE,1907,Medicago arabica,Fabaceae
1908,TYP5_10752,Medicago falcata,LEGUMINOSAE-PAPILIONOIDEAE,1908,Medicago falcata,Fabaceae
1909,TYP5_10753,Medicago falcata,LEGUMINOSAE-PAPILIONOIDEAE,1909,Medicago falcata,Fabaceae
1910,TYP5_10754,Medicago falcata,LEGUMINOSAE-PAPILIONOIDEAE,1910,Medicago falcata,Fabaceae
1911,TYP5_10755,Medicago hispida,LEGUMINOSAE-PAPILIONOIDEAE,1911,Medicago polymorpha,Fabaceae
1912,TYP5_10756,Medicago hispida,LEGUMINOSAE-PAPILIONOIDEAE,1912,Medicago polymorpha,Fabaceae
1913,TYP5_10757,Medicago hispida,LEGUMINOSAE-PAPILIONOIDEAE,1913,Medicago polymorpha,Fabaceae
1914,TYP5_10758,Medicago lupulina,LEGUMINOSAE-PAPILIONOIDEAE,1914,Medicago lupulina,Fabaceae
1915,TYP5_10759,Medicago lupulina,LEGUMINOSAE-PAPILIONOIDEAE,1915,Medicago lupulina,Fabaceae
1916,TYP5_10760,Medicago lupulina,LEGUMINOSAE-PAPILIONOIDEAE,1916,Medicago lupulina,Fabaceae
1917,TYP5_10761,Medicago orbicularis,LEGUMINOSAE-PAPILIONOIDEAE,1917,Medicago orbicularis,Fabaceae
1918,TYP5_10762,Medicago orbicularis,LEGUMINOSAE-PAPILIONOIDEAE,1918,Medicago orbicularis,Fabaceae
1919,TYP5_10763,Medicago sativa,LEGUMINOSAE-PAPILIONOIDEAE,1919,Medicago sativa,Fabaceae
1920,TYP5_10764,Medicago sativa,LEGUMINOSAE-PAPILIONOIDEAE,1920,Medicago sativa,Fabaceae
1921,TYP5_10765,Medicago scutellata,LEGUMINOSAE-PAPILIONOIDEAE,1921,Medicago scutellata,Fabaceae
1922,TYP5_10766,Medicago scutellata,LEGUMINOSAE-PAPILIONOIDEAE,1922,Medicago scutellata,Fabaceae
1923,TYP5_10767,Medicago tribuloides,LEGUMINOSAE-PAPILIONOIDEAE,1923,Medicago truncatula,Fabaceae
1924,TYP5_10768,Medicago sp.,LEGUMINOSAE-PAPILIONOIDEAE,1924,Medicago spp.,Fabaceae
1925,TYP5_10769,Melilotus alba,LEGUMINOSAE-PAPILIONOIDEAE,1925,Melilotus albus,Fabaceae
1926,TYP5_10770,Melilotus alba,LEGUMINOSAE-PAPILIONOIDEAE,1926,Melilotus albus,Fabaceae
1927,TYP5_10771,Melilotus alba,LEGUMINOSAE-PAPILIONOIDEAE,1927,Melilotus albus,Fabaceae
1928,TYP5_10772,Melilotus alba,LEGUMINOSAE-PAPILIONOIDEAE,1928,Melilotus albus,Fabaceae
1929,TYP5_10773,Melilotus alba,LEGUMINOSAE-PAPILIONOIDEAE,1929,Melilotus albus,Fabaceae
1930,TYP5_10774,Melilotus var. annua,LEGUMINOSAE-PAPILIONOIDEAE,1930,Melilotus sp.,Fabaceae
1931,TYP5_10775,Melilotus indica,LEGUMINOSAE-PAPILIONOIDEAE,1931,Melilotus sp.,Fabaceae
1932,TYP5_10776,Melilotus indica,LEGUMINOSAE-PAPILIONOIDEAE,1932,Melilotus sp.,Fabaceae
1933,TYP5_10777,Melilotus italica,LEGUMINOSAE-PAPILIONOIDEAE,1933,Sertula italica,Fabaceae
1934,TYP5_10778,Melilotus officinalis,LEGUMINOSAE-PAPILIONOIDEAE,1934,Melilotus officinalis,Fabaceae
1935,TYP5_10779,Melilotus officinalis,LEGUMINOSAE-PAPILIONOIDEAE,1935,Melilotus officinalis,Fabaceae
1936,TYP5_10780,Melilotus officinalis,LEGUMINOSAE-PAPILIONOIDEAE,1936,Melilotus officinalis,Fabaceae
1937,TYP5_10781,Melilotus officinalis,LEGUMINOSAE-PAPILIONOIDEAE,1937,Melilotus officinalis,Fabaceae
1938,TYP5_10782,Melilotus officinalis,LEGUMINOSAE-PAPILIONOIDEAE,1938,Melilotus officinalis,Fabaceae
1939,TYP5_10783,Melilotus taurica,LEGUMINOSAE-PAPILIONOIDEAE,1939,Melilotus sp.,Fabaceae
1940,TYP5_10784,Melilotus sp.,LEGUMINOSAE-PAPILIONOIDEAE,1940,Melilotus spp.,Fabaceae
1941,TYP5_10785,Millettia ovalifolia,LEGUMINOSAE-PAPILIONOIDEAE,1941,Millettia peguensis,Fabaceae
1942,TYP5_10786,Mimosa palmeri,LEGUMINOSAE-MIMOSOIDEAE,1942,Mimosa palmeri,Fabaceae
1943,TYP5_10787,Mimosa pudica,LEGUMINOSAE-MIMOSOIDEAE,1943,Mimosa pudica,Fabaceae
1944,TYP5_10788,Mucuna holtonii,LEGUMINOSAE-PAPILIONOIDEAE,1944,Mucuna holtonii,Fabaceae
1945,TYP5_10789,Onobrychis viciaefolia,LEGUMINOSAE-PAPILIONOIDEAE,1945,Onobrychis viciifolia,Fabaceae
1946,TYP5_10790,Onobrychis viciaefolia,LEGUMINOSAE-PAPILIONOIDEAE,1946,Onobrychis viciifolia,Fabaceae
1947,TYP5_10791,Onobrychis vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1947,Onobrychis sp.,Fabaceae
1948,TYP5_10792,Onobrychis vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1948,Onobrychis sp.,Fabaceae
1949,TYP5_10793,Onobrychis vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1949,Onobrychis sp.,Fabaceae
1950,TYP5_10794,Ormosia jameicensis,LEGUMINOSAE-PAPILIONOIDEAE,1950,Ormosia sp.,Fabaceae
1951,TYP5_10795,Ormosia panamensis,LEGUMINOSAE-PAPILIONOIDEAE,1951,Ormosia panamensis,Fabaceae
1952,TYP5_10796,Oxytropis floribunda,LEGUMINOSAE-PAPILIONOIDEAE,1952,Oxytropis floribunda,Fabaceae
1953,TYP5_10797,Oxytropis uralensis,LEGUMINOSAE-PAPILIONOIDEAE,1953,Aragallus uralensis,Fabaceae
1954,TYP5_10798,Parkinsonia sculeata,LEGUMINOSAE-CAESALPINIOIDEAE,1954,Parkinsonia aculeata,Fabaceae
1955,TYP5_10799,Parkinsonia sculeata,LEGUMINOSAE-CAESALPINIOIDEAE,1955,Parkinsonia aculeata,Fabaceae
1956,TYP5_10800,Petalostemon candidum,LEGUMINOSAE-PAPILIONOIDEAE,1956,Petalostemon candidus,Fabaceae
1957,TYP5_10801,Petalostemon compactum,LEGUMINOSAE-PAPILIONOIDEAE,1957,Dalea compacta,Fabaceae
1958,TYP5_10802,Petalostemon purpureum,LEGUMINOSAE-PAPILIONOIDEAE,1958,Petalostemon purpureus,Fabaceae
1959,TYP5_10803,Petalostemon villosum,LEGUMINOSAE-PAPILIONOIDEAE,1959,Dalea villosa,Fabaceae
1960,TYP5_10804,Phaseolus acutifolius var. latifolius,LEGUMINOSAE-PAPILIONOIDEAE,1960,Phaseolus acutifolius var. latifolius,Fabaceae
1961,TYP5_10805,Phaseolus angularis,LEGUMINOSAE-PAPILIONOIDEAE,1961,Vigna angularis,Fabaceae
1962,TYP5_10806,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1962,Vigna radiata,Fabaceae
1963,TYP5_10807,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1963,Vigna radiata,Fabaceae
1964,TYP5_10808,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1964,Vigna radiata,Fabaceae
1965,TYP5_10809,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1965,Vigna radiata,Fabaceae
1966,TYP5_10810,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1966,Vigna radiata,Fabaceae
1967,TYP5_10811,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1967,Vigna radiata,Fabaceae
1968,TYP5_10812,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1968,Vigna radiata,Fabaceae
1969,TYP5_10813,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1969,Vigna radiata,Fabaceae
1970,TYP5_10814,Phaseolus aureus,LEGUMINOSAE-PAPILIONOIDEAE,1970,Vigna radiata,Fabaceae
1971,TYP5_10815,Phaseolus coccineus,LEGUMINOSAE-PAPILIONOIDEAE,1971,Phaseolus coccineus,Fabaceae
1972,TYP5_10816,Phaseolus coccineus,LEGUMINOSAE-PAPILIONOIDEAE,1972,Phaseolus coccineus,Fabaceae
1973,TYP5_10817,Phaseolus coccineus,LEGUMINOSAE-PAPILIONOIDEAE,1973,Phaseolus coccineus,Fabaceae
1974,TYP5_10818,Phaseolus coccineus,LEGUMINOSAE-PAPILIONOIDEAE,1974,Phaseolus coccineus,Fabaceae
1975,TYP5_10819,Phaseolus lunatus,LEGUMINOSAE-PAPILIONOIDEAE,1975,Phaseolus lunatus,Fabaceae
1976,TYP5_10820,Phaseolus lunatus,LEGUMINOSAE-PAPILIONOIDEAE,1976,Phaseolus lunatus,Fabaceae
1977,TYP5_10821,Phaseolus lunatus,LEGUMINOSAE-PAPILIONOIDEAE,1977,Phaseolus lunatus,Fabaceae
1978,TYP5_10822,Phaseolus lunatus,LEGUMINOSAE-PAPILIONOIDEAE,1978,Phaseolus lunatus,Fabaceae
1979,TYP5_10823,Phaseolus lunatus,LEGUMINOSAE-PAPILIONOIDEAE,1979,Phaseolus lunatus,Fabaceae
1980,TYP5_10824,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1980,Phaseolus vulgaris,Fabaceae
1981,TYP5_10825,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1981,Phaseolus vulgaris,Fabaceae
1982,TYP5_10826,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1982,Phaseolus vulgaris,Fabaceae
1983,TYP5_10827,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1983,Phaseolus vulgaris,Fabaceae
1984,TYP5_10828,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1984,Phaseolus vulgaris,Fabaceae
1985,TYP5_10829,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1985,Phaseolus vulgaris,Fabaceae
1986,TYP5_10830,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1986,Phaseolus vulgaris,Fabaceae
1987,TYP5_10831,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1987,Phaseolus vulgaris,Fabaceae
1988,TYP5_10832,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1988,Phaseolus vulgaris,Fabaceae
1989,TYP5_10833,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1989,Phaseolus vulgaris,Fabaceae
1990,TYP5_10834,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1990,Phaseolus vulgaris,Fabaceae
1991,TYP5_10835,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1991,Phaseolus vulgaris,Fabaceae
1992,TYP5_10836,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1992,Phaseolus vulgaris,Fabaceae
1993,TYP5_10837,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1993,Phaseolus vulgaris,Fabaceae
1994,TYP5_10838,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1994,Phaseolus vulgaris,Fabaceae
1995,TYP5_10839,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1995,Phaseolus vulgaris,Fabaceae
1996,TYP5_10840,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1996,Phaseolus vulgaris,Fabaceae
1997,TYP5_10841,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1997,Phaseolus vulgaris,Fabaceae
1998,TYP5_10842,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1998,Phaseolus vulgaris,Fabaceae
1999,TYP5_10843,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,1999,Phaseolus vulgaris,Fabaceae
2000,TYP5_10844,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2000,Phaseolus vulgaris,Fabaceae
2001,TYP5_10845,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2001,Phaseolus vulgaris,Fabaceae
2002,TYP5_10846,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2002,Phaseolus vulgaris,Fabaceae
2003,TYP5_10847,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2003,Phaseolus vulgaris,Fabaceae
2004,TYP5_10848,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2004,Phaseolus vulgaris,Fabaceae
2005,TYP5_10849,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2005,Phaseolus vulgaris,Fabaceae
2006,TYP5_10850,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2006,Phaseolus vulgaris,Fabaceae
2007,TYP5_10851,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2007,Phaseolus vulgaris,Fabaceae
2008,TYP5_10852,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2008,Phaseolus vulgaris,Fabaceae
2009,TYP5_10853,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2009,Phaseolus vulgaris,Fabaceae
2010,TYP5_10854,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2010,Phaseolus vulgaris,Fabaceae
2011,TYP5_10855,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2011,Phaseolus vulgaris,Fabaceae
2012,TYP5_10856,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2012,Phaseolus vulgaris,Fabaceae
2013,TYP5_10857,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2013,Phaseolus vulgaris,Fabaceae
2014,TYP5_10858,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2014,Phaseolus vulgaris,Fabaceae
2015,TYP5_10859,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2015,Phaseolus vulgaris,Fabaceae
2016,TYP5_10860,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2016,Phaseolus vulgaris,Fabaceae
2017,TYP5_10861,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2017,Phaseolus vulgaris,Fabaceae
2018,TYP5_10862,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2018,Phaseolus vulgaris,Fabaceae
2019,TYP5_10863,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2019,Phaseolus vulgaris,Fabaceae
2020,TYP5_10864,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2020,Phaseolus vulgaris,Fabaceae
2021,TYP5_10865,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2021,Phaseolus vulgaris,Fabaceae
2022,TYP5_10866,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2022,Phaseolus vulgaris,Fabaceae
2023,TYP5_10867,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2023,Phaseolus vulgaris,Fabaceae
2024,TYP5_10868,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2024,Phaseolus vulgaris,Fabaceae
2025,TYP5_10869,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2025,Phaseolus vulgaris,Fabaceae
2026,TYP5_10870,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2026,Phaseolus vulgaris,Fabaceae
2027,TYP5_10871,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2027,Phaseolus vulgaris,Fabaceae
2028,TYP5_10872,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2028,Phaseolus vulgaris,Fabaceae
2029,TYP5_10873,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2029,Phaseolus vulgaris,Fabaceae
2030,TYP5_10874,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2030,Phaseolus vulgaris,Fabaceae
2031,TYP5_10875,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2031,Phaseolus vulgaris,Fabaceae
2032,TYP5_10876,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2032,Phaseolus vulgaris,Fabaceae
2033,TYP5_10877,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2033,Phaseolus vulgaris,Fabaceae
2034,TYP5_10878,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2034,Phaseolus vulgaris,Fabaceae
2035,TYP5_10879,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2035,Phaseolus vulgaris,Fabaceae
2036,TYP5_10880,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2036,Phaseolus vulgaris,Fabaceae
2037,TYP5_10881,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2037,Phaseolus vulgaris,Fabaceae
2038,TYP5_10882,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2038,Phaseolus vulgaris,Fabaceae
2039,TYP5_10883,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2039,Phaseolus vulgaris,Fabaceae
2040,TYP5_10884,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2040,Phaseolus vulgaris,Fabaceae
2041,TYP5_10885,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2041,Phaseolus vulgaris,Fabaceae
2042,TYP5_10886,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2042,Phaseolus vulgaris,Fabaceae
2043,TYP5_10887,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2043,Phaseolus vulgaris,Fabaceae
2044,TYP5_10888,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2044,Phaseolus vulgaris,Fabaceae
2045,TYP5_10889,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2045,Phaseolus vulgaris,Fabaceae
2046,TYP5_10890,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2046,Phaseolus vulgaris,Fabaceae
2047,TYP5_10891,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2047,Phaseolus vulgaris,Fabaceae
2048,TYP5_10892,Phaseolus vulgaris,LEGUMINOSAE-PAPILIONOIDEAE,2048,Phaseolus vulgaris,Fabaceae
