Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid	user_id
Lythraceae Cuphea aequipetala	Cuphea aequipetala		1	Accepted	Cuphea aequipetala	Cav.	Lythraceae	tropicos	 		11731
Lythraceae Cuphea angustifolia	Cuphea angustifolia		1	Accepted	Cuphea angustifolia	Jacq. ex Koehne	Lythraceae	tropicos	 		11732
Lythraceae Cuphea aperta	Cuphea aperta		1	Accepted	Cuphea aperta	Koehne	Lythraceae	tropicos	 		11733
Lythraceae Cuphea appendiculata	Cuphea appendiculata		1	Accepted	Cuphea appendiculata	Benth.	Lythraceae	tropicos	 		11734
Lythraceae Cuphea bustamanta	Cuphea bustamanta		1	Accepted	Cuphea bustamanta	Lex.	Lythraceae	tropicos	 		11735
Lythraceae Cuphea caeciliae	Cuphea caeciliae		1	Synonym	Cuphea subuligera	Koehne	Lythraceae	tropicos	 		11736
Lythraceae Cuphea caesariata	Cuphea caesariata		1	Accepted	Cuphea caesariata	S.A. Graham	Lythraceae	tropicos	 		11737
Lythraceae Cuphea calaminthifolia (Mexiko)	Cuphea calaminthifolia	Schltdl.	0.8	Accepted	Cuphea calaminthifolia	Schltdl.	Lythraceae	tropicos	 		11738
Lythraceae Cuphea calcarata	Cuphea calcarata		1	Accepted	Cuphea calcarata	Benth.	Lythraceae	tropicos	 		11739
Lythraceae Cuphea calophylla (Costa Rica)	Cuphea calophylla	Cham. & Schltdl.	0.8	Accepted	Cuphea calophylla	Cham. & Schltdl.	Lythraceae	tropicos	 		11740
Lythraceae Cuphea calophylla	Cuphea calophylla		1	Accepted	Cuphea calophylla	Cham. & Schltdl.	Lythraceae	tropicos	 		11741
Xythraceae Cuphea confertiflora (Brasilien)	Cuphea confertiflora	A. St.-Hil.	0.49	Accepted	Cuphea confertiflora	A. St.-Hil.	Lythraceae	tropicos	 		11742
Lythraceae Cuphea crassiflora	Cuphea crassiflora		1	Accepted	Cuphea crassiflora	S.A. Graham	Lythraceae	tropicos	 		11743
Lythraceae Cuphea cyanea (Mexiko)	Cuphea cyanea	DC.	0.8	Accepted	Cuphea cyanea	DC.	Lythraceae	tropicos	 		11744
Lythraceae Cuphea cyanea	Cuphea cyanea		1	Accepted	Cuphea cyanea	DC.	Lythraceae	tropicos	 		11745
Lythraceae Cuphea decandra	Cuphea decandra		1	Accepted	Cuphea decandra	Aiton	Lythraceae	tropicos	 		11746
Lythraceae Cuphea denticulata (Venezuela)	Cuphea denticulata	Kunth	0.8	Accepted	Cuphea denticulata	Kunth	Lythraceae	tropicos	 		11747
Lythraceae Cuphea diosmifolia	Cuphea diosmifolia		1	Accepted	Cuphea diosmifolia	A. St.-Hil.	Lythraceae	tropicos	 		11748
Lythraceae Cuphea elliptica	Cuphea elliptica		1	Accepted	Cuphea elliptica	Koehne	Lythraceae	tropicos	 		11749
Lythraceae Cuphea epilobiifolia (Panama)	Cuphea epilobiifolia	Koehne	0.8	Accepted	Cuphea epilobiifolia	Koehne	Lythraceae	tropicos	 		11750
Lythraceae Cuphea ferrisiae (Mexiko)	Cuphea ferrisiae	Bacig.	0.8	Accepted	Cuphea ferrisiae	Bacig.	Lythraceae	tropicos	 		11751
Lythraceae Cuphea flavorirens (Mexiko)	Cuphea flavovirens	S.A. Graham	0.79	Accepted	Cuphea flavovirens	S.A. Graham	Lythraceae	tropicos	 		11752
Lythraceae Cuphea fruticosa	Cuphea fruticosa		1	Synonym	Cuphea racemosa	(L. f.) Spreng.	Lythraceae	tropicos	 		11753
Lythraceae Cuphea glossostoma	Cuphea glossostoma		1	Accepted	Cuphea glossostoma	Koehne	Lythraceae	tropicos	 		11754
Lythraceae Cuphea glutinosa	Cuphea glutinosa		1	Accepted	Cuphea glutinosa	Cham. & Schltdl.	Lythraceae	tropicos;usda	 		11755
Lythraceae Cuphea heterophylla	Cuphea heterophylla		1	Accepted	Cuphea heterophylla	Benth.	Lythraceae	tropicos	 		11756
Lythraceae Cuphea humifusa	Cuphea humifusa		1	Accepted	Cuphea humifusa	S.A. Graham	Lythraceae	tropicos	 		11757
Lythraceae Cuphea hyssopifolia	Cuphea hyssopifolia		1	Accepted	Cuphea hyssopifolia	Kunth	Lythraceae	tropicos;usda	 		11758
Lythraceae Cuphea ianthina (Bolivien)	Cuphea ianthina	Koehne	0.8	Synonym	Cuphea cordata	Ruiz & Pav.	Lythraceae	tropicos	 		11759
Lythraceae Cuphea inflata	Cuphea inflata		1	Accepted	Cuphea inflata	S.A. Graham	Lythraceae	tropicos	 		11760
Lythraceae Cuphea infundibulum (Costa Rica)	Cuphea infundibulum	Koehne	0.8	Synonym	Cuphea appendiculata	Benth.	Lythraceae	tropicos	 		11761
Lythraceae Cuphea ingrata	Cuphea ingrata		1	Accepted	Cuphea ingrata	Cham. & Schltdl.	Lythraceae	tropicos	 		11762
Lythraceae Cuphea jorullensis (Mexiko)	Cuphea jorullensis	Kunth	0.8	Accepted	Cuphea jorullensis	Kunth	Lythraceae	tropicos	 		11763
Lythraceae Cuphea koehneana (Mexiko)	Cuphea koehneana	Rose	0.8	Accepted	Cuphea koehneana	Rose	Lythraceae	tropicos	 		11764
Lythraceae Cuphea laminuligera	Cuphea laminuligera		1	Accepted	Cuphea laminuligera	Koehne	Lythraceae	tropicos	 		11765
Lythraceae Cuphea lanceolata	Cuphea lanceolata		1	Accepted	Cuphea lanceolata	W.T. Aiton	Lythraceae	tropicos	 		11766
Lythraceae Cuphea leptopoda	Cuphea leptopoda		1	Accepted	Cuphea leptopoda	Hemsl.	Lythraceae	tropicos	 		11767
Lythraceae Cuphea linarioides	Cuphea linarioides		1	Accepted	Cuphea linarioides	Cham. & Schltdl.	Lythraceae	tropicos	 		11768
Lythraceae Cuphea lindmaniana (Brasilien)	Cuphea lindmaniana	Koehne ex Bacig.	0.8	Accepted	Cuphea lindmaniana	Koehne ex Bacig.	Lythraceae	tropicos	 		11769
Lythraceae Cuphea labophora	Cuphea lobophora		0.99	Accepted	Cuphea lobophora	Koehne	Lythraceae	tropicos	 		11770
Lythraceae Cuphea lophostoma	Cuphea lophostoma		1	Accepted	Cuphea lophostoma	Koehne	Lythraceae	tropicos	 		11771
Lythraceae Cuphea lutea	Cuphea lutea		1	Accepted	Cuphea lutea	Rose	Lythraceae	tropicos	 		11772
Lythraceae Cuphea lutescens (Brasilien)	Cuphea lutescens	Pohl ex Koehne	0.8	Accepted	Cuphea lutescens	Pohl ex Koehne	Lythraceae	tropicos	 		11773
Lythraceae Cuphea lutescens	Cuphea lutescens		1	Accepted	Cuphea lutescens	Pohl ex Koehne	Lythraceae	tropicos	 		11774
Lythraceae Cuphea melanium (Dominikanische Republik)	Cuphea melanium	(L.) R. Br. ex Steud.	0.82	Accepted	Cuphea melanium	(L.) R. Br. ex Steud.	Lythraceae	tropicos	 		11775
Lythraceae Cuphea melvilla	Cuphea melvilla		1	Accepted	Cuphea melvilla	Lindl.	Lythraceae	tropicos	 		11776
Lythraceae Cuphea micrantha (Dominikanische Republik)	Cuphea micrantha	Kunth	0.8	Accepted	Cuphea micrantha	Kunth	Lythraceae	tropicos;usda	 		11777
Lythraceae Cuphea micrantha	Cuphea micrantha		1	Accepted	Cuphea micrantha	Kunth	Lythraceae	tropicos;usda	 		11778
Lythraceae Cuphea micropetala	Cuphea micropetala		1	Accepted	Cuphea micropetala	Kunth	Lythraceae	tropicos	 		11779
Lythraceae Cuphea micropetala var. Hirtella (Mexiko)	Cuphea micropetala		0.9	Accepted	Cuphea micropetala	Kunth	Lythraceae	tropicos	 		11780
Lythraceae Cuphea micropetala var. micropetala	Cuphea micropetala var. micropetala		1	No opinion				tropicos	 		11781
Lythraceae Cuphea mimuloides	Cuphea mimuloides		1	Accepted	Cuphea mimuloides	Schltdl. & Cham.	Lythraceae	tropicos	 		11782
Lythraceae Cuphea nitidula	Cuphea nitidula		1	Accepted	Cuphea nitidula	Kunth	Lythraceae	tropicos	 		11783
Lythraceae Cuphea pinetorum	Cuphea pinetorum		1	Accepted	Cuphea pinetorum	Benth.	Lythraceae	tropicos	 		11784
Lythraceae Cuphea polymorphoides	Cuphea polymorphoides		1	Accepted	Cuphea polymorphoides	Koehne	Lythraceae	tropicos	 		11785
Lythraceae Cuphea procumbens	Cuphea procumbens		1	Accepted	Cuphea procumbens	Ortega	Lythraceae	tropicos;usda	 		11786
Lythraceae Cuphea pseudovaccinium	Cuphea pseudovaccinium		1	Accepted	Cuphea pseudovaccinium	A. St.-Hil.	Lythraceae	tropicos	 		11787
Lythraceae Cuphea pulcherima (Mexiko)	Cuphea pulcherrima	R.C. Foster	0.79	Synonym	Cuphea avigera var. pulcherrima	(R.C. Foster) S.A. Graham	Lythraceae	tropicos	 		11788
Lythraceae Cuphea purpurascens (Mexiko)	Cuphea purpurascens	Bacig.	0.8	Accepted	Cuphea purpurascens	Bacig.	Lythraceae	tropicos	 		11789
Lythraceae Cuphea quaternata (Mexiko)	Cuphea quaternata	Bacig.	0.8	Accepted	Cuphea quaternata	Bacig.	Lythraceae	tropicos	 		11790
Lythraceae Cuphea rasilis (Mexiko)	Cuphea rasilis	S.A. Graham	0.8	No opinion				tropicos	 		11791
Lythraceae Cuphea retroscabra	Cuphea retroscabra		1	Accepted	Cuphea retroscabra	S. Watson	Lythraceae	tropicos	 		11792
Lythraceae Cuphea salicifolia	Cuphea salicifolia		1	Accepted	Cuphea salicifolia	Schltdl. & Cham.	Lythraceae	tropicos	 		11793
Gramineae Panicium maximum	Panicum maximum		0.99	Synonym	Megathyrsus maximus	(Jacq.) B.K. Simon & S.W.L. Jacobs	Poaceae	tropicos	 		10000
Elaeagnaceae Hippophae goniocarpa ssp litangensis	Hippophae goniocarpa		0.77	Accepted	Hippophae goniocarpa	Y.S. Lian & et al. ex Swenson & Bartish	Elaeagnaceae	tropicos	 [Partial match] 		10001
Lythraceae Cuphea salvadorensis (Mexiko)	Cuphea salvadorensis	(Standl.) Standl.	0.82	Accepted	Cuphea salvadorensis	(Standl.) Standl.	Lythraceae	tropicos	 		11794
Lythraceae Cuphea schumannii (Mexiko)	Cuphea schumannii	Koehne	0.82	Accepted	Cuphea schumannii	Koehne	Lythraceae	tropicos	 		11795
Lythraceae Cuphea sessilofolia (Brasilien)	Cuphea sessilifolia	Mart.	0.79	Accepted	Cuphea sessilifolia	Mart.	Lythraceae	tropicos	 		11796
Lythraceae Cuphea setosa	Cuphea setosa		1	Accepted	Cuphea setosa	Koehne	Lythraceae	tropicos	 		11797
Lythraceae Cuphea spectabilis (Mexiko)	Cuphea spectabilis	S.A. Graham	0.8	Accepted	Cuphea spectabilis	S.A. Graham	Lythraceae	tropicos	 		11798
Lythraceae Cuphea strigulosa subsp. nitens (Brasilien)	Cuphea strigulosa subsp. nitens	Koehne	0.8	Synonym	Cuphea strigulosa	Kunth	Lythraceae	tropicos	 		11799
Lythraceae Cuphea tetrapetala	Cuphea tetrapetala		1	Accepted	Cuphea tetrapetala	Koehne	Lythraceae	tropicos	 		11800
Lythraceae Cuphea thymoides	Cuphea thymoides		1	Accepted	Cuphea thymoides	Cham. & Schltdl.	Lythraceae	tropicos	 		11801
Lythraceae Cuphea tolucana	Cuphea tolucana		1	Accepted	Cuphea tolucana	Peyr.	Lythraceae	tropicos	 		11802
Lythraceae Cuphea trochilus	Cuphea trochilus		1	Accepted	Cuphea trochilus	S.A. Graham	Lythraceae	tropicos	 		11803
Lythraceae Cuphea urens (Dominikanische Republik)	Cuphea urens	Koehne	0.81	No opinion				tropicos	 		11804
Lythraceae Cuphea utriculosa	Cuphea utriculosa		1	Accepted	Cuphea utriculosa	Koehne	Lythraceae	tropicos	 		11805
Lythraceae Cuphea vesiculigera (Mexiko)	Cuphea vesiculigera	R.C. Foster	0.8	Accepted	Cuphea vesiculigera	R.C. Foster	Lythraceae	tropicos	 		11806
Lythraceae Cuphea viscosa (Mexiko)	Cuphea viscosa	Rose	0.8	Accepted	Cuphea viscosa	Rose	Lythraceae	tropicos	 		11807
Lythraceae Cuphea viscosissima (USA)	Cuphea viscosissima	Jacq.	0.8	Accepted	Cuphea viscosissima	Jacq.	Lythraceae	tropicos;usda	 		11808
Lythraceae Cuphea wrightii	Cuphea wrightii		1	Accepted	Cuphea wrightii	A. Gray	Lythraceae	tropicos;usda	 		11809
Brassicaceae Cuphea wrightii	Cuphea wrightii		0.6	Accepted	Cuphea wrightii	A. Gray	Lythraceae	tropicos;usda	 		11810
Brassicaceae Cuphea wrightii x C. tolucana	Cuphea wrightii		0.5	Accepted	Cuphea wrightii	A. Gray	Lythraceae	tropicos;usda	 		11811
Olacaceae Curupira tefeensis	Curupira tefeensis		1	Accepted	Curupira tefeensis	G.A. Black	Olacaceae	tropicos	 		11812
Rosaceae Cydonia sp.	Cydonia		0.9	Accepted	Cydonia	Mill.	Rosaceae	tropicos	 		11813
Compositae Cynara cardunculus L.	Cynara cardunculus	L.	1	Accepted	Cynara cardunculus	L.	Asteraceae	tropicos;gcc;usda	 		11814
Boraginaceae Cynoglossum officinale	Cynoglossum officinale		1	Accepted	Cynoglossum officinale	L.	Boraginaceae	tropicos;usda	 		11815
Gramineae Cynosurus cristatus	Cynosurus cristatus		1	Accepted	Cynosurus cristatus	L.	Poaceae	tropicos;usda	 		11816
Cyperaceae Cyperus ustulatus	Cyperus ustulatus		1	Synonym	Mariscus ustulatus	(A. Rich.) C.B. Clarke	Cyperaceae	tropicos	 		11817
Solanaceae Cyperus betacea	Cyperus		0.4	Accepted	Cyperus	L.	Cyperaceae	tropicos	 [Partial match] 		11818
Leguminosae Cytisus Scoparius Link.	Cytisus	L.	0.87	Illegitimate				tropicos	 		11819
Burseraceae Dacryodes costata (Malaysia)	Dacryodes costata	H.J. Lam	0.81	No opinion				tropicos	 		11820
Burseraceae Dacryodes edulis	Dacryodes edulis		1	Accepted	Dacryodes edulis	(G. Don) H.J. Lam	Burseraceae	tropicos;usda	 		11821
Burseraceae Dacryodes rostrata (Malaysia)	Dacryodes rostrata	(Blume) H.J. Lam	0.83	Accepted	Dacryodes rostrata	(Blume) H.J. Lam	Burseraceae	tropicos	 		11822
Solanaceae Datura discolor	Datura discolor		1	Accepted	Datura discolor	Bernh.	Solanaceae	tropicos;usda	 		11823
Lardizabalaceae Decaisnea fargesii	Decaisnea fargesii		1	Synonym	Decaisnea insignis	(Griff.) Hook. f. & Thomson	Lardizabalaceae	tropicos	 		11824
Ranunculaceae Delphinium cultorum	Delphinium		0.6	Accepted	Delphinium	L.	Ranunculaceae	tropicos	 [Partial match] 		11825
Ranunculaceae Delphinium elatum	Delphinium elatum		1	Accepted	Delphinium elatum	L.	Ranunculaceae	tropicos;usda	 		11826
Graminaeae Deschampsia cespitosa (L.) P. B.	No suitable matches found.		0						 		11827
Leguminosae-Unimosoideae Desmanthus palmeri (Mexiko)	Desmanthus palmeri	(Britton & Rose) Wiggins	0.72	Accepted	Desmanthus palmeri	(Britton & Rose) Wiggins	Fabaceae	tropicos	 		11828
Leguminosae Desmodium pulchellum (L.) Benth.	Desmodium pulchellum	(L.) Benth.	1	Synonym	Phyllodium pulchellum	(L.) Desv.	Fabaceae	tropicos	 		11829
Myristicaceae Dialyanthera otoba	Dialyanthera otoba		1	Synonym	Otoba novogranatensis	Moldenke	Myristicaceae	tropicos	 		11830
Dilleniaceae Dillenia indica	Dillenia indica		1	Accepted	Dillenia indica	L.	Dilleniaceae	tropicos;usda	 		11831
Diospyros malabarica Ebenaceae	Diospyros malabarica	(Desr.) Kostel.	0.8	Accepted	Diospyros malabarica	(Desr.) Kostel.	Ebenaceae	tropicos	 		11832
Diospyros puncticulosa Ebenaceae	Diospyros puncticulosa	Bakh.	0.8	No opinion				tropicos	 		11833
Diplotaxis ohara Cruciferae	Diplotaxis		0.5	Accepted	Diplotaxis	DC.	Brassicaceae	tropicos	 [Partial match] 		11834
Dipsacus fullonum Dipsacaceae	Dipsacus fullonum	L.	0.81	Accepted	Dipsacus fullonum	L.	Caprifoliaceae	tropicos;usda	 		11835
Dipteracanthus prostratus Acanthaceae	Dipteracanthus prostratus	(Poir.) Nees	0.8	Synonym	Ruellia prostrata	Poir.	Acanthaceae	tropicos	 		11836
Hamamelidaceae Distuylium racemosum Sieb. et Zucc.	Distylium racemosum	Siebold & Zucc.	0.95	Accepted	Distylium racemosum	Siebold & Zucc.	Hamamelidaceae	tropicos	 		11837
Sapindaceae Dodonaea attenuata	Dodonaea attenuata		1	No opinion				tropicos	 		11838
Sapindaceae Dodonaea boroniifolia	Dodonaea boroniifolia		1	No opinion				tropicos	 		11839
Sapindaceae Dodonaea concinna	Dodonaea concinna		1	No opinion				tropicos	 		11840
Sapindaceae Dodonaea cuneata	Dodonaea cuneata		1	Illegitimate				tropicos	 		11841
Sapindaceae Dodonaea filifolia	Dodonaea filifolia		1	No opinion				tropicos	 		11842
Sapindaceae Dodonaea hackettiiana	Dodonaea hackettiana		0.99	No opinion				tropicos	 [Ambiguous match] 		11843
Sapindaceae Dodonaea hirsuta	Dodonaea hirsuta		1	Accepted	Dodonaea hirsuta	(Maiden & Betche) Maiden & Betche	Sapindaceae	tropicos	 		11844
Sapindaceae Dodonaea lanceolata	Dodonaea lanceolata		1	No opinion				tropicos	 		11845
Sapindaceae Dodonaea peduncularis	Dodonaea peduncularis		1	No opinion				tropicos	 		11846
Sapindaceae Dodonaea petiolaris	Dodonaea petiolaris		1	No opinion				tropicos	 		11847
Sapindaceae Dodonaea triangularis	Dodonaea triangularis		1	No opinion				tropicos	 		11848
Sapindaceae Dodonaea triquetra	Dodonaea triquetra		1	No opinion				tropicos	 		11849
Sapindaceae Dodonaea truncatiales	Dodonaea truncatiales		1	No opinion				tropicos	 		11850
Leguminosae Dolichos Lablab L.	Dolichos	L.	0.82	Accepted	Dolichos	L.	Fabaceae	tropicos	 		11851
 Dorycnium hirsutum	Dorycnium hirsutum		0.9	No opinion				tropicos	 [Ambiguous match] 		11852
Fabaceae Dorycnium rectum	Dorycnium rectum		1	No opinion				tropicos	 [Ambiguous match] 		11853
Labiatae Dracocephalum sp.	Dracocephalum		0.9	Accepted	Dracocephalum	L.	Lamiaceae	tropicos	 		11854
Labiatae Dracocephalum foetidum	Dracocephalum foetidum		1	Synonym	Dracocephalum moldavicum var. foetidum	(Bunge) Palib.	Unknown	tropicos	 		11855
Labiatae Dracocephalum fruticulosum	Dracocephalum fruticulosum		1	Accepted	Dracocephalum fruticulosum	Stephan ex Willd.	Lamiaceae	tropicos	 		11856
Labiatae Dracocephalum grandiflorum	Dracocephalum grandiflorum		1	Accepted	Dracocephalum grandiflorum	L.	Lamiaceae	tropicos	 		11857
Labiatae Dracocephalum nutans L.	Dracocephalum nutans	L.	1	Accepted	Dracocephalum nutans	L.	Lamiaceae	tropicos	 		11858
Labiatae Dracocephalum ryschiana L.	Dracocephalum ruyschiana	L.	0.99	Accepted	Dracocephalum ruyschiana	L.	Lamiaceae	tropicos	 		11859
Labiatae Dracocephalum sibiricum	Dracocephalum sibiricum		1	Synonym	Nepeta sibirica	L.	Lamiaceae	tropicos	 		11860
Lythraceae Duabanga sonnerathioides	Duabanga sonneratioides		0.99	Synonym	Duabanga grandiflora	(Roxb. ex DC.) Walp.	Lythraceae	tropicos	 		11861
Sapotaceae Dumoria africana	Dumoria africana		1	Synonym	Baillonella africana	(Pierre) Baehni	Sapotaceae	tropicos	 		11862
Arecaceae Dypsis gracilis	Dypsis gracilis		1	Synonym	Dypsis pinnatifrons	Mart.	Arecaceae	tropicos	 		11863
Arecaceae Dypsis gracilis (Madagaskar)	Dypsis gracilis	Bory ex Mart.	0.82	Synonym	Dypsis pinnatifrons	Mart.	Arecaceae	tropicos	 		11864
Bignoniaceae Eccreocarpus Scaber Ruiz. et Pav.	Eccremocarpus	Ruiz & Pav.	0.92	Accepted	Eccremocarpus	Ruiz & Pav.	Bignoniaceae	tropicos	 		11865
Boraginaceae Echium wildpretii	Echium wildpretii		1	No opinion				tropicos	 		11866
Elaeocarpaceae Elaeocarpus hygrophylus	Elaeocarpus hygrophilus		0.99	No opinion				tropicos	 		11867
Celastraceae Elaeodendron orientale	Elaeodendron orientale		1	Accepted	Elaeodendron orientale	Jacq.	Celastraceae	tropicos	 		11868
Euphorbiaceae Elateriospermum tapos	Elateriospermum tapos		1	No opinion				tropicos	 		11869
Elaeagnaceae Elaeagnus angustifolia	Elaeagnus angustifolia		1	Accepted	Elaeagnus angustifolia	L.	Elaeagnaceae	tropicos;usda	 		11870
Compositae Elephantopus scaber	Elephantopus scaber		1	Accepted	Elephantopus scaber	L.	Asteraceae	tropicos;gcc	 		11871
Leguminosae Elephantorrhiza goetzii	Elephantorrhiza goetzei		0.99	No opinion				tropicos	 		11872
Labiatae Elsholtzia ciliata	Elsholtzia ciliata		1	Accepted	Elsholtzia ciliata	(Thunb.) Hyl.	Lamiaceae	tropicos;usda	 		11873
Embelia ribes Myrsinacea	Embelia ribes	Burm. f.	0.8	Accepted	Embelia ribes	Burm. f.	Primulaceae	tropicos	 		11874
Empetrum hermaphroditum Empetraceae	Empetrum hermaphroditum	Hagerup	0.8	Accepted	Empetrum hermaphroditum	Hagerup	Ericaceae	tropicos	 		11875
Empetrum nirgum Empetraceae	Empetrum nigrum	L.	0.79	Accepted	Empetrum nigrum	L.	Ericaceae	tropicos;usda	 		11876
Leguminosae Entada manii	Entada mannii		0.98	Accepted	Entada mannii	(Oliv.) Tisser.	Fabaceae	tropicos	 		11877
Meliaceae Entandrophragma angolense	Entandrophragma angolense		1	Synonym	Entandrophragma cylindricum	(Sprague) Sprague	Meliaceae	tropicos	 		11878
Legumonosae Enterolobium Saman Prain. ex King.	No suitable matches found.		0						 		11879
Legumonosae Enterolobium contortisiliquum	No suitable matches found.		0						 		11880
Onagraceae Epilobium parviflorum	Epilobium parviflorum		1	Accepted	Epilobium parviflorum	G. Simpson & Thompson	Onagraceae	tropicos	 [Ambiguous match] 		11881
Gramineae Eragrostis minor	Eragrostis minor		1	Accepted	Eragrostis minor	Host	Poaceae	tropicos;usda	 		11882
Gramineae Eragrostis pilosa	Eragrostis pilosa		1	Accepted	Eragrostis pilosa	(L.) P. Beauv.	Poaceae	tropicos;usda	 		11883
Labiatae Eremostachys lehmannii BGE.	Eremostachys		0.6	Accepted	Eremostachys	Bunge	Lamiaceae	tropicos	 [Partial match] 		11884
Rutacea Eriostemon australasius	Rutaea	M. Roem.	0.66	No opinion				tropicos	 		11885
Geraniaceae Erodium cicionium	Erodium ciconium		0.99	Accepted	Erodium ciconium	(L.) L'H̩r. ex Aiton	Geraniaceae	tropicos;usda	 		11886
Geraniaceae Erodium cicutarium	Erodium cicutarium		1	Accepted	Erodium cicutarium	(L.) L'H̩r. ex Aiton	Geraniaceae	tropicos;usda	 		11887
Geraniaceae Erodium pulversulentum	Erodium pulverulentum		0.99	No opinion				tropicos	 		11888
Cruciferae Eruca sativa	Eruca sativa		1	Synonym	Eruca vesicaria subsp. sativa	(Mill.) Thell.	Brassicaceae	tropicos	 		11889
Apocynaceae Ervatamia coronaria	Ervatamia coronaria		1	Synonym	Tabernaemontana divaricata	(L.) R. Br. ex Roem. & Schult.	Apocynaceae	tropicos	 		11890
Rosaceae Eryobothrya japonica	Eriobotrya japonica		0.98	Accepted	Eriobotrya japonica	(Thunb.) Lindl.	Rosaceae	tropicos;usda	 		11891
Cruciferae Erysimum arcansanum	Erysimum arkansanum		0.99	Synonym	Erysimum capitatum var. capitatum		Brassicaceae	tropicos	 		11892
Cruciferae Erysimum erysimoides (L.) Fritsh.	Erysimum erysimoides	(L.) Fritsch	0.96	Synonym	Erysimum odoratum	Ehrh.	Brassicaceae	tropicos	 		11893
Cruciferae Erysimum orientale Mill.	Erysimum orientale	Mill.	1	Rejected name				tropicos	 		11894
Cruciferae Erysimum suffruticoum spreng.	Erysimum suffruticosum		0.89	Synonym	Erysimum cheiri	(L.) Crantz	Brassicaceae	tropicos	 		11895
Leguminosae-Papilionoideae Erythrina abyssinica	Erythrina abyssinica		0.9	Accepted	Erythrina abyssinica	Lam.	Fabaceae	tropicos	 		11896
Leguminosae Erythrina indica	Erythrina indica		1	Synonym	Erythrina variegata	L.	Fabaceae	tropicos;usda	 		11897
Leguminosae Erythrina senegalensis	Erythrina senegalensis		1	Accepted	Erythrina senegalensis	DC.	Fabaceae	tropicos	 		11898
Leguminosae Erythrophleum guineense	Erythrophleum guineense		1	Accepted	Erythrophleum guineense	G. Don	Fabaceae	tropicos	 		11899
Cruciferae Euclisum syriacum (L.) R. Br.	Euclidium syriacum	(L.) W.T. Aiton	0.89	Accepted	Euclidium syriacum	(L.) W.T. Aiton	Brassicaceae	tropicos;usda	 		11900
Rutaceae Euodia meliaefolia	Euodia meliifolia		0.98	No opinion				tropicos	 		11901
Euphorbiaceae Euphorbia characios	Euphorbia characias		0.99	Accepted	Euphorbia characias	L.	Euphorbiaceae	tropicos;usda	 		11902
Euphorbiaceae Euphorbia helioscopia	Euphorbia helioscopia		1	Accepted	Euphorbia helioscopia	L.	Euphorbiaceae	tropicos;usda	 		11903
Euphorbiaceae Euphorbia hirsuta	Euphorbia hirsuta		1	Accepted	Euphorbia hirsuta	L.	Euphorbiaceae	tropicos	 		11904
Euphorbiaceae Euphorbia jaxartica prakh.	Euphorbia jaxartica		0.9	Synonym	Euphorbia waldsteinii subsp. jaxartica	(Prokh.) Oudejans	Euphorbiaceae	tropicos	 [Ambiguous match] 		11905
Euphorbiaceae Euphorbia lamprocarpa Prokh.	Euphorbia lamprocarpa	Prokh.	1	Invalid				tropicos	 		11906
Euphorbiaceae Euphorbia lathyris	Euphorbia lathyris		1	Accepted	Euphorbia lathyris	L.	Euphorbiaceae	tropicos;usda	 		11907
Sapindaceae Euphoria longar(a)	Euphoria		0.9	Accepted	Euphoria	Comm. ex Juss.	Sapindaceae	tropicos	 		11908
Santaleceae Exocarpus aphyllus	No suitable matches found.		0						 		11909
Santaleceae Exocarpus sparteus	No suitable matches found.		0						 		11910
Polygonaceae Fagopyrum esculentum	Fagopyrum esculentum		1	Accepted	Fagopyrum esculentum	Moench	Polygonaceae	tropicos;usda	 		11911
Ranunculaceae Anemone canadensis	Anemone canadensis		1	Accepted	Anemone canadensis	L.	Ranunculaceae	tropicos;usda	 		11425
Ranunculaceae Anemone cylindrica	Anemone cylindrica		1	Accepted	Anemone cylindrica	A. Gray	Ranunculaceae	tropicos;usda	 		11426
Ranunculaceae Anemone decapetala	Anemone decapetala		1	Accepted	Anemone decapetala	Ard.	Ranunculaceae	tropicos	 		11427
